Pai?,cod uf,ano,Mês,Chegadas
France,5,2016,february,866
Greece,5,2016,february,10
Netherlands,5,2016,february,120
Hungary,5,2016,february,7
Ireland,5,2016,february,15
Italy,5,2016,february,818
Latvia,5,2016,february,3
Lithuania,5,2016,february,2
Norway,5,2016,february,11
Poland,5,2016,february,28
Portugal,5,2016,february,984
United Kingdom,5,2016,february,160
Czech Republic,5,2016,february,15
Romania,5,2016,february,11
Russia,5,2016,february,18
Serbia,5,2016,february,4
Sweden,5,2016,february,30
Switzerland,5,2016,february,236
Turkey,5,2016,february,6
Ukraine,5,2016,february,4
Australia,5,2016,february,7
Angola,5,2016,march,2
Ghana,5,2016,march,1
Morocco,5,2016,march,1
Costa Rica,5,2016,march,1
Cuba,5,2016,march,1
El Salvador,5,2016,march,2
Nicaragua,5,2016,march,1
Trinidad and Tobago,5,2016,march,1
Canada,5,2016,march,7
United States,5,2016,march,274
Mexico,5,2016,march,11
Argentina,5,2016,march,6533
Bolivia,5,2016,march,9
Chile,5,2016,march,20
Colombia,5,2016,march,4
Ecuador,5,2016,march,1
Guyana,5,2016,march,2
Paraguay,5,2016,march,12
Peru,5,2016,march,7
Uruguay,5,2016,march,1548
Venezuela,5,2016,march,4
China,5,2016,march,4
India,5,2016,march,1
Indonesia,5,2016,march,1
Israel,5,2016,march,17
Japan,5,2016,march,10
South Korea,5,2016,march,3
Germany,5,2016,march,521
Austria,5,2016,march,28
Belgium,5,2016,march,62
Bulgaria,5,2016,march,3
Croatia,5,2016,march,2
Denmark,5,2016,march,17
Slovakia,5,2016,march,1
Slovenia,5,2016,march,3
Spain,5,2016,march,435
Finland,5,2016,march,4
France,5,2016,march,272
Greece,5,2016,march,3
Netherlands,5,2016,march,45
Hungary,5,2016,march,4
Ireland,5,2016,march,6
Italy,5,2016,march,390
Latvia,5,2016,march,1
Lithuania,5,2016,march,2
Luxembourg,5,2016,march,2
Norway,5,2016,march,11
Poland,5,2016,march,15
Portugal,5,2016,march,2105
United Kingdom,5,2016,march,133
Czech Republic,5,2016,march,18
Romania,5,2016,march,1
Russia,5,2016,march,3
Serbia,5,2016,march,1
Sweden,5,2016,march,22
Switzerland,5,2016,march,83
Turkey,5,2016,march,1
Ukraine,5,2016,march,6
Australia,5,2016,march,4
New Zealand,5,2016,march,2
South Africa,5,2016,april,1
Morocco,5,2016,april,1
Costa Rica,5,2016,april,3
Cuba,5,2016,april,1
Guatemala,5,2016,april,1
Honduras,5,2016,april,1
Trinidad and Tobago,5,2016,april,4
Canada,5,2016,april,4
United States,5,2016,april,94
Mexico,5,2016,april,4
Argentina,5,2016,april,4214
Bolivia,5,2016,april,1
Chile,5,2016,april,3
Colombia,5,2016,april,7
Ecuador,5,2016,april,3
Paraguay,5,2016,april,4
Peru,5,2016,april,3
Uruguay,5,2016,april,25
Venezuela,5,2016,april,1
India,5,2016,april,1
Israel,5,2016,april,6
Japan,5,2016,april,1
South Korea,5,2016,april,3
Germany,5,2016,april,238
Austria,5,2016,april,14
Belgium,5,2016,april,39
Bulgaria,5,2016,april,2
Croatia,5,2016,april,2
Denmark,5,2016,april,19
Slovakia,5,2016,april,2
Slovenia,5,2016,april,4
Spain,5,2016,april,153
Finland,5,2016,april,1
France,5,2016,april,206
Netherlands,5,2016,april,41
Hungary,5,2016,april,3
Ireland,5,2016,april,6
Italy,5,2016,april,214
Lithuania,5,2016,april,1
Luxembourg,5,2016,april,2
Norway,5,2016,april,10
Poland,5,2016,april,12
Portugal,5,2016,april,836
United Kingdom,5,2016,april,50
Czech Republic,5,2016,april,3
Russia,5,2016,april,4
Sweden,5,2016,april,8
Switzerland,5,2016,april,70
Ukraine,5,2016,april,1
Australia,5,2016,april,2
New Zealand,5,2016,april,1
Egypt,5,2016,may,2
Morocco,5,2016,may,1
Costa Rica,5,2016,may,1
Canada,5,2016,may,9
United States,5,2016,may,17
Mexico,5,2016,may,2
Argentina,5,2016,may,3012
Bolivia,5,2016,may,1
Chile,5,2016,may,9
Colombia,5,2016,may,4
Paraguay,5,2016,may,11
Peru,5,2016,may,1
Uruguay,5,2016,may,35
China,5,2016,may,1
India,5,2016,may,2
Israel,5,2016,may,7
Japan,5,2016,may,2
South Korea,5,2016,may,3
Germany,5,2016,may,256
Austria,5,2016,may,19
Belgium,5,2016,may,21
Denmark,5,2016,may,10
Slovenia,5,2016,may,2
Spain,5,2016,may,140
France,5,2016,may,119
Greece,5,2016,may,6
Netherlands,5,2016,may,31
Hungary,5,2016,may,2
Ireland,5,2016,may,7
Italy,5,2016,may,201
Norway,5,2016,may,4
Portugal,5,2016,may,279
United Kingdom,5,2016,may,40
Czech Republic,5,2016,may,1
Romania,5,2016,may,4
Russia,5,2016,may,2
Sweden,5,2016,may,6
Switzerland,5,2016,may,32
Turkey,5,2016,may,1
Australia,5,2016,may,1
New Zealand,5,2016,may,4
Morocco,5,2016,june,1
Tunisia,5,2016,june,1
Costa Rica,5,2016,june,1
Guatemala,5,2016,june,1
Canada,5,2016,june,3
United States,5,2016,june,18
Mexico,5,2016,june,1
Argentina,5,2016,june,2601
Bolivia,5,2016,june,3
Chile,5,2016,june,12
Colombia,5,2016,june,7
Ecuador,5,2016,june,1
Paraguay,5,2016,june,7
Peru,5,2016,june,1
Uruguay,5,2016,june,225
Venezuela,5,2016,june,3
China,5,2016,june,1
Cingapura,5,2016,june,1
Israel,5,2016,june,15
Japan,5,2016,june,1
Malaysia,5,2016,june,1
Thailand,5,2016,june,1
Germany,5,2016,june,228
Austria,5,2016,june,12
Belgium,5,2016,june,46
Bulgaria,5,2016,june,1
Croatia,5,2016,june,1
Denmark,5,2016,june,24
Slovakia,5,2016,june,4
Slovenia,5,2016,june,2
Spain,5,2016,june,234
Estonia,5,2016,june,3
Finland,5,2016,june,1
France,5,2016,june,141
Greece,5,2016,june,2
Netherlands,5,2016,june,54
Hungary,5,2016,june,1
Ireland,5,2016,june,2
Italy,5,2016,june,307
Latvia,5,2016,june,2
Lithuania,5,2016,june,2
Luxembourg,5,2016,june,2
Norway,5,2016,june,10
Poland,5,2016,june,14
Portugal,5,2016,june,469
United Kingdom,5,2016,june,72
Czech Republic,5,2016,june,3
Romania,5,2016,june,7
Russia,5,2016,june,9
Serbia,5,2016,june,3
Sweden,5,2016,june,19
Switzerland,5,2016,june,81
Turkey,5,2016,june,1
Ukraine,5,2016,june,8
Australia,5,2016,june,3
Ghana,5,2016,july,1
Costa Rica,5,2016,july,1
Guatemala,5,2016,july,1
Canada,5,2016,july,1
United States,5,2016,july,20
Mexico,5,2016,july,6
Argentina,5,2016,july,5833
Bolivia,5,2016,july,6
Chile,5,2016,july,8
Colombia,5,2016,july,7
Ecuador,5,2016,july,3
Paraguay,5,2016,july,12
Peru,5,2016,july,14
Uruguay,5,2016,july,45
Venezuela,5,2016,july,3
Bangladesh,5,2016,july,1
China,5,2016,july,2
Hong Kong,5,2016,july,3
India,5,2016,july,1
Indonesia,5,2016,july,1
Israel,5,2016,july,14
Japan,5,2016,july,8
Lebanon,5,2016,july,1
South Korea,5,2016,july,1
Syria,5,2016,july,1
Germany,5,2016,july,535
Austria,5,2016,july,46
Belgium,5,2016,july,112
Bulgaria,5,2016,july,3
Croatia,5,2016,july,1
Denmark,5,2016,july,50
Slovakia,5,2016,july,2
Slovenia,5,2016,july,7
Spain,5,2016,july,241
Estonia,5,2016,july,1
Finland,5,2016,july,1
France,5,2016,july,481
Greece,5,2016,july,9
Netherlands,5,2016,july,121
Hungary,5,2016,july,1
Ireland,5,2016,july,7
Italy,5,2016,july,447
Latvia,5,2016,july,1
Lithuania,5,2016,july,3
Luxembourg,5,2016,july,6
Norway,5,2016,july,9
Poland,5,2016,july,18
Portugal,5,2016,july,481
United Kingdom,5,2016,july,77
Czech Republic,5,2016,july,8
Romania,5,2016,july,3
Russia,5,2016,july,4
Serbia,5,2016,july,2
Sweden,5,2016,july,15
Switzerland,5,2016,july,259
Turkey,5,2016,july,6
Ukraine,5,2016,july,1
Australia,5,2016,july,4
New Zealand,5,2016,july,3
South Africa,5,2016,august,1
Angola,5,2016,august,2
Morocco,5,2016,august,4
Tunisia,5,2016,august,2
Cuba,5,2016,august,2
Canada,5,2016,august,4
United States,5,2016,august,17
Mexico,5,2016,august,3
Argentina,5,2016,august,6076
Bolivia,5,2016,august,1
Chile,5,2016,august,13
Colombia,5,2016,august,10
Ecuador,5,2016,august,3
Paraguay,5,2016,august,8
Peru,5,2016,august,10
Uruguay,5,2016,august,14
Venezuela,5,2016,august,6
China,5,2016,august,1
Philippines,5,2016,august,1
India,5,2016,august,2
Iran,5,2016,august,1
Israel,5,2016,august,8
Japan,5,2016,august,4
South Korea,5,2016,august,7
Thailand,5,2016,august,1
Germany,5,2016,august,568
Austria,5,2016,august,45
Belgium,5,2016,august,48
Bulgaria,5,2016,august,7
Croatia,5,2016,august,1
Denmark,5,2016,august,20
Slovakia,5,2016,august,11
Slovenia,5,2016,august,4
Spain,5,2016,august,417
Estonia,5,2016,august,2
Finland,5,2016,august,11
France,5,2016,august,538
Greece,5,2016,august,3
Netherlands,5,2016,august,107
Hungary,5,2016,august,3
Ireland,5,2016,august,7
Italy,5,2016,august,557
Latvia,5,2016,august,2
Lithuania,5,2016,august,1
Luxembourg,5,2016,august,8
Norway,5,2016,august,7
Poland,5,2016,august,26
Portugal,5,2016,august,871
United Kingdom,5,2016,august,124
Czech Republic,5,2016,august,7
Romania,5,2016,august,4
Russia,5,2016,august,6
Serbia,5,2016,august,2
Sweden,5,2016,august,18
Switzerland,5,2016,august,85
Turkey,5,2016,august,8
Australia,5,2016,august,3
New Zealand,5,2016,august,3
South Africa,5,2016,september,1
Angola,5,2016,september,2
Egypt,5,2016,september,3
Ghana,5,2016,september,1
Morocco,5,2016,september,1
Kenya,5,2016,september,1
Tunisia,5,2016,september,4
Costa Rica,5,2016,september,1
Honduras,5,2016,september,1
Panama,5,2016,september,1
Dominican Republic,5,2016,september,1
Canada,5,2016,september,2
United States,5,2016,september,34
Mexico,5,2016,september,6
Argentina,5,2016,september,9681
Bolivia,5,2016,september,6
Chile,5,2016,september,22
Colombia,5,2016,september,8
Ecuador,5,2016,september,2
Paraguay,5,2016,september,12
Peru,5,2016,september,2
Uruguay,5,2016,september,623
Venezuela,5,2016,september,6
China,5,2016,september,2
Hong Kong,5,2016,september,1
Philippines,5,2016,september,1
India,5,2016,september,1
Israel,5,2016,september,33
Japan,5,2016,september,1
South Korea,5,2016,september,4
Syria,5,2016,september,1
Thailand,5,2016,september,1
Germany,5,2016,september,380
Austria,5,2016,september,36
Belgium,5,2016,september,76
Bulgaria,5,2016,september,3
Croatia,5,2016,september,6
Denmark,5,2016,september,12
Slovakia,5,2016,september,2
Spain,5,2016,september,229
Estonia,5,2016,september,1
Finland,5,2016,september,2
France,5,2016,september,243
Netherlands,5,2016,september,88
Hungary,5,2016,september,3
Ireland,5,2016,september,10
Italy,5,2016,september,351
Lithuania,5,2016,september,3
Luxembourg,5,2016,september,6
Norway,5,2016,september,4
Poland,5,2016,september,18
Portugal,5,2016,september,620
United Kingdom,5,2016,september,106
Czech Republic,5,2016,september,1
Romania,5,2016,september,4
Russia,5,2016,september,18
Serbia,5,2016,september,3
Sweden,5,2016,september,18
Switzerland,5,2016,september,124
Turkey,5,2016,september,1
Ukraine,5,2016,september,2
Australia,5,2016,september,7
New Zealand,5,2016,september,3
Egypt,5,2016,october,15
Morocco,5,2016,october,19
Tunisia,5,2016,october,9
Costa Rica,5,2016,october,2
El Salvador,5,2016,october,1
Guatemala,5,2016,october,3
Canada,5,2016,october,1
United States,5,2016,october,23
Mexico,5,2016,october,4
Argentina,5,2016,october,8795
Bolivia,5,2016,october,8
Chile,5,2016,october,17
Colombia,5,2016,october,9
Paraguay,5,2016,october,8
Peru,5,2016,october,9
Uruguay,5,2016,october,28
Venezuela,5,2016,october,3
China,5,2016,october,3
Iran,5,2016,october,2
Israel,5,2016,october,3
Japan,5,2016,october,3
South Korea,5,2016,october,7
Germany,5,2016,october,581
Austria,5,2016,october,36
Belgium,5,2016,october,110
Bulgaria,5,2016,october,3
Croatia,5,2016,october,1
Denmark,5,2016,october,30
Slovakia,5,2016,october,12
Slovenia,5,2016,october,4
Spain,5,2016,october,365
Finland,5,2016,october,8
France,5,2016,october,738
Greece,5,2016,october,2
Netherlands,5,2016,october,74
Hungary,5,2016,october,3
Ireland,5,2016,october,8
Italy,5,2016,october,414
Luxembourg,5,2016,october,4
Norway,5,2016,october,7
Poland,5,2016,october,11
Portugal,5,2016,october,796
United Kingdom,5,2016,october,117
Czech Republic,5,2016,october,11
Romania,5,2016,october,9
Russia,5,2016,october,10
Serbia,5,2016,october,1
Sweden,5,2016,october,17
Switzerland,5,2016,october,186
Turkey,5,2016,october,4
Ukraine,5,2016,october,2
Australia,5,2016,october,1
South Africa,5,2016,november,2
Cape Verde,5,2016,november,1
Egypt,5,2016,november,2
Morocco,5,2016,november,2
Canada,5,2016,november,4
United States,5,2016,november,20
Mexico,5,2016,november,6
Argentina,5,2016,november,6501
Bolivia,5,2016,november,9
Chile,5,2016,november,17
Colombia,5,2016,november,9
Paraguay,5,2016,november,12
Peru,5,2016,november,9
Uruguay,5,2016,november,15
Venezuela,5,2016,november,6
China,5,2016,november,4
Philippines,5,2016,november,2
India,5,2016,november,2
Israel,5,2016,november,6
Japan,5,2016,november,9
Malaysia,5,2016,november,1
South Korea,5,2016,november,4
Germany,5,2016,november,551
Austria,5,2016,november,45
Belgium,5,2016,november,72
Bulgaria,5,2016,november,2
Croatia,5,2016,november,4
Denmark,5,2016,november,19
Slovakia,5,2016,november,1
Slovenia,5,2016,november,14
Spain,5,2016,november,407
Estonia,5,2016,november,1
Finland,5,2016,november,11
France,5,2016,november,459
Greece,5,2016,november,4
Netherlands,5,2016,november,78
Hungary,5,2016,november,10
Ireland,5,2016,november,4
Italy,5,2016,november,614
Luxembourg,5,2016,november,2
Norway,5,2016,november,11
Poland,5,2016,november,36
Portugal,5,2016,november,1061
United Kingdom,5,2016,november,94
Czech Republic,5,2016,november,13
Romania,5,2016,november,13
Russia,5,2016,november,11
Serbia,5,2016,november,6
Sweden,5,2016,november,26
Switzerland,5,2016,november,178
Turkey,5,2016,november,9
Ukraine,5,2016,november,2
Australia,5,2016,november,1
Angola,5,2016,december,7
Cape Verde,5,2016,december,1
Morocco,5,2016,december,3
Costa Rica,5,2016,december,1
Cuba,5,2016,december,1
Canada,5,2016,december,7
United States,5,2016,december,17
Mexico,5,2016,december,1
Argentina,5,2016,december,6593
Bolivia,5,2016,december,6
Chile,5,2016,december,1
Colombia,5,2016,december,2
Ecuador,5,2016,december,1
Paraguay,5,2016,december,12
Peru,5,2016,december,7
Uruguay,5,2016,december,23
Venezuela,5,2016,december,6
China,5,2016,december,1
India,5,2016,december,3
Israel,5,2016,december,2
Japan,5,2016,december,2
Malaysia,5,2016,december,1
South Korea,5,2016,december,3
Germany,5,2016,december,677
Austria,5,2016,december,44
Belgium,5,2016,december,90
Bulgaria,5,2016,december,8
Croatia,5,2016,december,3
Denmark,5,2016,december,25
Slovakia,5,2016,december,4
Slovenia,5,2016,december,4
Spain,5,2016,december,538
Estonia,5,2016,december,1
Finland,5,2016,december,8
France,5,2016,december,455
Greece,5,2016,december,9
Netherlands,5,2016,december,128
Ireland,5,2016,december,24
Italy,5,2016,december,1178
Lithuania,5,2016,december,2
Luxembourg,5,2016,december,4
Norway,5,2016,december,31
Poland,5,2016,december,21
Portugal,5,2016,december,2659
United Kingdom,5,2016,december,214
Czech Republic,5,2016,december,3
Romania,5,2016,december,11
Russia,5,2016,december,6
Sweden,5,2016,december,131
Switzerland,5,2016,december,371
Ukraine,5,2016,december,6
Australia,5,2016,december,14
New Zealand,5,2016,december,3
South Africa,5,2016,january,2
Canada,5,2016,january,76
United States,5,2016,january,422
Mexico,5,2016,january,1
Argentina,5,2016,january,1
Cingapura,5,2016,january,5
Philippines,5,2016,january,4
India,5,2016,january,1
Israel,5,2016,january,2
Japan,5,2016,january,6
Germany,5,2016,january,27
Belgium,5,2016,january,1
Croatia,5,2016,january,1
Denmark,5,2016,january,1
Spain,5,2016,january,11
Finland,5,2016,january,1
France,5,2016,january,18
Greece,5,2016,january,1
Netherlands,5,2016,january,6
Hungary,5,2016,january,3
Ireland,5,2016,january,13
Italy,5,2016,january,6
Latvia,5,2016,january,1
Luxembourg,5,2016,january,2
Norway,5,2016,january,3
Portugal,5,2016,january,1
United Kingdom,5,2016,january,2073
Romania,5,2016,january,4
Russia,5,2016,january,2
Serbia,5,2016,january,3
Sweden,5,2016,january,4
Switzerland,5,2016,january,13
Australia,5,2016,january,171
New Zealand,5,2016,january,30
South Africa,5,2016,february,1
United States,5,2016,february,4
Mexico,5,2016,february,1
Argentina,5,2016,february,2
Germany,5,2016,february,6
Denmark,5,2016,february,3
France,5,2016,february,7
Netherlands,5,2016,february,1
Latvia,5,2016,february,1
Portugal,5,2016,february,3
United Kingdom,5,2016,february,20
Sweden,5,2016,february,3
Switzerland,5,2016,february,2
Australia,5,2016,february,1
South Africa,5,2016,march,2
Canada,5,2016,march,1
United States,5,2016,march,1
Argentina,5,2016,march,1
Cingapura,5,2016,march,1
India,5,2016,march,1
Germany,5,2016,march,1
France,5,2016,march,13
Poland,5,2016,march,1
United Kingdom,5,2016,march,1
Sweden,5,2016,march,1
Turkey,5,2016,march,1
United States,5,2016,april,3
China,5,2016,april,2
Philippines,5,2016,april,2
Belgium,5,2016,april,2
France,5,2016,april,9
Italy,5,2016,april,1
Lithuania,5,2016,april,3
France,5,2016,may,6
United Kingdom,5,2016,may,28
Russia,5,2016,may,1
New Zealand,5,2016,may,1
India,5,2016,june,1
Germany,5,2016,june,1
Greece,5,2016,june,2
Portugal,5,2016,june,2
Switzerland,5,2016,june,1
Peru,5,2016,july,1
Germany,5,2016,july,1
France,5,2016,july,4
Switzerland,5,2016,july,1
Turkey,5,2016,july,2
United States,5,2016,august,1
Spain,5,2016,august,1
Belgium,5,2016,september,1
Sweden,5,2016,october,2
Turkey,5,2016,october,1
Egypt,5,2016,november,3
Kenya,5,2016,november,1
Costa Rica,5,2016,november,3
Canada,5,2016,november,8
United States,5,2016,november,579
Mexico,5,2016,november,1
Bolivia,5,2016,november,1
Colombia,5,2016,november,1
Ecuador,5,2016,november,3
Peru,5,2016,november,1
China,5,2016,november,11
Cingapura,5,2016,november,1
Philippines,5,2016,november,1
India,5,2016,november,6
Israel,5,2016,november,1
Thailand,5,2016,november,1
Germany,5,2016,november,9
Austria,5,2016,november,1
Spain,5,2016,november,1
France,5,2016,november,2
Netherlands,5,2016,november,1
Poland,5,2016,november,1
United Kingdom,5,2016,november,9
Switzerland,5,2016,november,1
Turkey,5,2016,november,2
Morocco,5,2016,december,7
Canada,5,2016,december,3
United States,5,2016,december,5
Mexico,5,2016,december,4
Argentina,5,2016,december,87
Bolivia,5,2016,december,1
Chile,5,2016,december,14
Colombia,5,2016,december,1
Paraguay,5,2016,december,2
Peru,5,2016,december,1
Uruguay,5,2016,december,3
China,5,2016,december,4
Cingapura,5,2016,december,1
Philippines,5,2016,december,1
Israel,5,2016,december,40
Japan,5,2016,december,1
Thailand,5,2016,december,2
Taiwan,5,2016,december,1
Germany,5,2016,december,528
Austria,5,2016,december,94
Belgium,5,2016,december,29
Bulgaria,5,2016,december,7
Croatia,5,2016,december,1
Denmark,5,2016,december,50
Slovakia,5,2016,december,2
Slovenia,5,2016,december,2
Spain,5,2016,december,83
Finland,5,2016,december,5
France,5,2016,december,310
Greece,5,2016,december,4
Netherlands,5,2016,december,67
Hungary,5,2016,december,4
Ireland,5,2016,december,6
Italy,5,2016,december,156
Latvia,5,2016,december,2
Lithuania,5,2016,december,3
Norway,5,2016,december,3
Poland,5,2016,december,13
Portugal,5,2016,december,83
United Kingdom,5,2016,december,147
Czech Republic,5,2016,december,11
Romania,5,2016,december,4
Russia,5,2016,december,52
Sweden,5,2016,december,9
Switzerland,5,2016,december,287
Turkey,5,2016,december,8
Ukraine,5,2016,december,11
Australia,5,2016,december,33
South Africa,6,2016,january,2
Angola,6,2016,january,2
Cape Verde,6,2016,january,35
Morocco,6,2016,january,6
Costa Rica,6,2016,january,2
Cuba,6,2016,january,2
Dominican Republic,6,2016,january,2
Canada,6,2016,january,11
United States,6,2016,january,57
Argentina,6,2016,january,1142
Bolivia,6,2016,january,5
Chile,6,2016,january,2
Colombia,6,2016,january,60
Paraguay,6,2016,january,2
Peru,6,2016,january,6
Uruguay,6,2016,january,5
Saudi Arabia,6,2016,january,2
Hong Kong,6,2016,january,2
India,6,2016,january,2
Israel,6,2016,january,13
Japan,6,2016,january,2
South Korea,6,2016,january,29
Thailand,6,2016,january,2
Germany,6,2016,january,702
Austria,6,2016,january,84
Belgium,6,2016,january,95
Bulgaria,6,2016,january,3
Croatia,6,2016,january,3
Denmark,6,2016,january,89
Slovakia,6,2016,january,10
Slovenia,6,2016,january,32
Spain,6,2016,january,249
Estonia,6,2016,january,3
Finland,6,2016,january,33
France,6,2016,january,589
Greece,6,2016,january,10
Netherlands,6,2016,january,264
Hungary,6,2016,january,30
Ireland,6,2016,january,17
Italy,6,2016,january,1880
Latvia,6,2016,january,2
Lithuania,6,2016,january,27
Luxembourg,6,2016,january,8
Norway,6,2016,january,122
Poland,6,2016,january,73
Portugal,6,2016,january,858
United Kingdom,6,2016,january,176
Czech Republic,6,2016,january,14
Romania,6,2016,january,6
Russia,6,2016,january,24
Serbia,6,2016,january,2
Sweden,6,2016,january,73
Switzerland,6,2016,january,322
Turkey,6,2016,january,5
Ukraine,6,2016,january,10
Australia,6,2016,january,3
Cape Verde,6,2016,february,151
Morocco,6,2016,february,2
Mozambique,6,2016,february,2
Nigeria,6,2016,february,2
Costa Rica,6,2016,february,2
El Salvador,6,2016,february,2
Honduras,6,2016,february,2
Canada,6,2016,february,16
United States,6,2016,february,32
Mexico,6,2016,february,2
Argentina,6,2016,february,1029
Colombia,6,2016,february,68
Ecuador,6,2016,february,3
Paraguay,6,2016,february,2
Peru,6,2016,february,2
Uruguay,6,2016,february,3
Venezuela,6,2016,february,2
China,6,2016,february,3
India,6,2016,february,2
Israel,6,2016,february,5
Lebanon,6,2016,february,2
South Korea,6,2016,february,19
Germany,6,2016,february,451
Austria,6,2016,february,71
Belgium,6,2016,february,79
Bulgaria,6,2016,february,3
Croatia,6,2016,february,2
Denmark,6,2016,february,59
Slovenia,6,2016,february,13
Spain,6,2016,february,183
Finland,6,2016,february,21
France,6,2016,february,673
Greece,6,2016,february,8
Netherlands,6,2016,february,253
Hungary,6,2016,february,8
Ireland,6,2016,february,11
Italy,6,2016,february,1132
Latvia,6,2016,february,2
Norway,6,2016,february,91
Poland,6,2016,february,49
Portugal,6,2016,february,721
United Kingdom,6,2016,february,64
Czech Republic,6,2016,february,21
Romania,6,2016,february,19
Russia,6,2016,february,14
Serbia,6,2016,february,2
Sweden,6,2016,february,67
Switzerland,6,2016,february,245
Turkey,6,2016,february,5
Ukraine,6,2016,february,3
South Africa,6,2016,march,2
Cape Verde,6,2016,march,91
Egypt,6,2016,march,2
Canada,6,2016,march,5
United States,6,2016,march,54
Mexico,6,2016,march,5
Argentina,6,2016,march,839
Bolivia,6,2016,march,2
Chile,6,2016,march,5
Colombia,6,2016,march,64
Paraguay,6,2016,march,2
Peru,6,2016,march,10
Uruguay,6,2016,march,11
Venezuela,6,2016,march,3
Bangladesh,6,2016,march,2
Cingapura,6,2016,march,2
India,6,2016,march,2
Israel,6,2016,march,19
South Korea,6,2016,march,21
Thailand,6,2016,march,2
Taiwan,6,2016,march,2
Germany,6,2016,march,449
Austria,6,2016,march,37
Belgium,6,2016,march,46
Bulgaria,6,2016,march,2
Denmark,6,2016,march,25
Slovakia,6,2016,march,6
Slovenia,6,2016,march,2
Spain,6,2016,march,167
Estonia,6,2016,march,2
Finland,6,2016,march,14
France,6,2016,march,181
Greece,6,2016,march,3
Netherlands,6,2016,march,89
Hungary,6,2016,march,13
Ireland,6,2016,march,8
Italy,6,2016,march,599
Latvia,6,2016,march,3
Lithuania,6,2016,march,2
Luxembourg,6,2016,march,16
Norway,6,2016,march,73
Poland,6,2016,march,11
Portugal,6,2016,march,1161
United Kingdom,6,2016,march,87
Czech Republic,6,2016,march,14
Romania,6,2016,march,3
Russia,6,2016,march,11
Serbia,6,2016,march,2
Sweden,6,2016,march,29
Switzerland,6,2016,march,141
Turkey,6,2016,march,35
Ukraine,6,2016,march,5
Australia,6,2016,march,3
South Africa,6,2016,april,3
Cape Verde,6,2016,april,135
Morocco,6,2016,april,2
Nigeria,6,2016,april,2
Panama,6,2016,april,2
Dominican Republic,6,2016,april,2
Canada,6,2016,april,5
United States,6,2016,april,75
Mexico,6,2016,april,3
Argentina,6,2016,april,913
Bolivia,6,2016,april,2
Chile,6,2016,april,6
Colombia,6,2016,april,49
Ecuador,6,2016,april,2
Paraguay,6,2016,april,3
Peru,6,2016,april,5
Uruguay,6,2016,april,175
Venezuela,6,2016,april,2
China,6,2016,april,5
Philippines,6,2016,april,2
India,6,2016,april,2
Israel,6,2016,april,3
Malaysia,6,2016,april,8
South Korea,6,2016,april,2
Taiwan,6,2016,april,2
Germany,6,2016,april,289
Austria,6,2016,april,46
Belgium,6,2016,april,30
Bulgaria,6,2016,april,2
Denmark,6,2016,april,40
Slovenia,6,2016,april,8
Spain,6,2016,april,206
Estonia,6,2016,april,2
Finland,6,2016,april,11
France,6,2016,april,540
Greece,6,2016,april,6
Netherlands,6,2016,april,162
Ireland,6,2016,april,3
Italy,6,2016,april,481
Lithuania,6,2016,april,5
Norway,6,2016,april,33
Poland,6,2016,april,14
Portugal,6,2016,april,645
United Kingdom,6,2016,april,79
Czech Republic,6,2016,april,13
Romania,6,2016,april,5
Russia,6,2016,april,3
Sweden,6,2016,april,27
Switzerland,6,2016,april,210
Turkey,6,2016,april,3
Australia,6,2016,april,3
South Africa,6,2016,may,2
Cape Verde,6,2016,may,119
Morocco,6,2016,may,2
Kenya,6,2016,may,2
Costa Rica,6,2016,may,3
El Salvador,6,2016,may,2
Canada,6,2016,may,13
United States,6,2016,may,105
Mexico,6,2016,may,10
Argentina,6,2016,may,897
Bolivia,6,2016,may,3
Colombia,6,2016,may,91
Paraguay,6,2016,may,3
Peru,6,2016,may,8
Uruguay,6,2016,may,16
Venezuela,6,2016,may,5
China,6,2016,may,2
Israel,6,2016,may,3
Japan,6,2016,may,2
Germany,6,2016,may,86
Austria,6,2016,may,24
Belgium,6,2016,may,22
Denmark,6,2016,may,33
Slovakia,6,2016,may,2
Spain,6,2016,may,156
France,6,2016,may,283
Greece,6,2016,may,5
Netherlands,6,2016,may,87
Hungary,6,2016,may,3
Ireland,6,2016,may,14
Italy,6,2016,may,400
Norway,6,2016,may,16
Poland,6,2016,may,2
Portugal,6,2016,may,370
United Kingdom,6,2016,may,32
Czech Republic,6,2016,may,6
Romania,6,2016,may,3
Russia,6,2016,may,6
Sweden,6,2016,may,11
Switzerland,6,2016,may,75
Ukraine,6,2016,may,5
Australia,6,2016,may,2
New Zealand,6,2016,may,3
Cape Verde,6,2016,june,95
Nicaragua,6,2016,june,2
Panama,6,2016,june,3
Dominican Republic,6,2016,june,2
Canada,6,2016,june,5
United States,6,2016,june,129
Mexico,6,2016,june,6
Argentina,6,2016,june,645
Bolivia,6,2016,june,2
Colombia,6,2016,june,116
Ecuador,6,2016,june,2
Uruguay,6,2016,june,8
Venezuela,6,2016,june,6
China,6,2016,june,2
Israel,6,2016,june,6
Japan,6,2016,june,3
South Korea,6,2016,june,8
Syria,6,2016,june,2
Germany,6,2016,june,119
Austria,6,2016,june,44
Belgium,6,2016,june,92
Bulgaria,6,2016,june,2
Denmark,6,2016,june,32
Slovakia,6,2016,june,8
